Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Sub-Saharan Africa,total,Drinking water,2015,26.83023,260990421.0268,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2015,11.57318,68765668.14039,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2015,50.77702,192224753.66127,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2016,27.75012,277232157.23348,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2016,12.11006,73247014.16143,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2016,51.74844,203985141.6275,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2017,28.65597,293864479.42213,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2017,12.66479,77934976.36437,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2017,52.64979,215929504.69796,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2018,29.23909,307808024.25315,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2018,13.2371,82858252.60216,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2018,52.70946,224949772.07618,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2019,29.82197,322279226.43374,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2019,13.81254,87945752.09277,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2019,52.78161,234333473.57466,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2020,30.37254,336910266.46309,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2020,14.3463,92897776.13999,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2020,52.84842,244012487.09193,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2021,30.92605,351919513.65879,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2021,14.89068,97998078.26359,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2021,52.91992,253921435.33914,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2022,31.34643,365739606.3133,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2022,15.23675,101850345.34096,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2022,52.95637,263889262.94409,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2000,0.03932,8994.54492,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2000,0.25429,8994.54538,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2000,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2001,0.03968,9181.36304,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2001,0.25496,9181.36298,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2001,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2002,0.03936,9218.6953,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2002,0.25471,9218.69551,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2002,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2003,0.03901,9252.81812,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2003,0.25433,9252.81751,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2003,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2004,0.03869,9287.26759,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2004,0.25405,9287.26796,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2004,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2005,0.03839,9330.23218,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2005,0.25391,9330.23186,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2005,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2006,0.03812,9394.36669,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2006,0.25391,9394.36658,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2006,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2007,0.03786,9485.11011,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2007,0.25372,9485.10982,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2007,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2008,0.03763,9597.87524,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2008,0.25366,9597.87543,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2008,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2009,0.03738,9706.46338,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2009,0.25354,9706.46346,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2009,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2010,0.03712,9787.42286,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2010,0.25328,9787.42273,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2010,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2011,0.03684,9850.42358,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2011,0.25287,9850.42335,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2011,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2012,0.03661,9936.83257,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2012,0.25295,9936.83258,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2012,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2013,0.03638,10026.67173,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2013,0.25294,10026.67156,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2013,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2014,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2014,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2014,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2015,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2015,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2015,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2016,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2016,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2016,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2017,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2017,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2017,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2018,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2018,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2018,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2019,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2019,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2019,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2020,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2020,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2020,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2021,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2021,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2021,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2022,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2022,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2022,0,0,Surface water
sdg,Central and Southern Asia,total,Drinking water,2000,2.42377,37045656.28685,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2000,3.25277,34969303.58335,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2000,0.45799,2076353.37275,Surface water
sdg,Central and Southern Asia,total,Drinking water,2001,2.35592,36694507.18389,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2001,3.17046,34592156.22902,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2001,0.45069,2102350.419,Surface water
sdg,Central and Southern Asia,total,Drinking water,2002,2.28962,36326740.94053,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2002,3.09133,34195919.54431,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2002,0.44356,2130820.42077,Surface water
sdg,Central and Southern Asia,total,Drinking water,2003,2.22592,35951824.98382,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2003,3.01497,33790798.9061,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2003,0.43712,2161025.23043,Surface water
sdg,Central and Southern Asia,total,Drinking water,2004,2.15109,35348348.87653,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2004,2.92389,33172773.03765,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2004,0.42764,2175575.74023,Surface water
sdg,Central and Southern Asia,total,Drinking water,2005,2.07411,34651759.63995,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2005,2.82922,32466374.39725,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2005,0.41774,2185385.09779,Surface water
sdg,Central and Southern Asia,total,Drinking water,2006,1.99911,33928446.15308,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2006,2.73652,31734480.56629,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2006,0.40817,2193965.5252,Surface water
sdg,Central and Southern Asia,total,Drinking water,2007,1.91814,33041898.226,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2007,2.63505,30851031.47959,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2007,0.39704,2190867.1121,Surface water
sdg,Central and Southern Asia,total,Drinking water,2008,1.83846,32131169.77807,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2008,2.53446,29944893.1618,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2008,0.38613,2186277.02032,Surface water
sdg,Central and Southern Asia,total,Drinking water,2009,1.76324,31268801.07803,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2009,2.4391,29083899.42098,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2009,0.37608,2184901.94,Surface water
sdg,Central and Southern Asia,total,Drinking water,2010,1.68632,30346005.19724,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2010,2.34061,28166743.99919,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2010,0.36556,2179261.66101,Surface water
sdg,Central and Southern Asia,total,Drinking water,2011,1.61128,29419791.77591,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2011,2.24373,27247695.61301,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2011,0.35523,2172097.32986,Surface water
sdg,Central and Southern Asia,total,Drinking water,2012,1.53675,28455829.33467,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2012,2.14669,26292929.26384,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2012,0.34503,2162899.36515,Surface water
sdg,Central and Southern Asia,total,Drinking water,2013,1.46037,27409181.20127,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2013,2.04628,25259507.57709,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2013,0.3346,2149674.17495,Surface water
sdg,Central and Southern Asia,total,Drinking water,2014,1.38502,26340811.74581,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2014,1.94678,24205729.07954,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2014,0.32425,2135083.00584,Surface water
sdg,Central and Southern Asia,total,Drinking water,2015,1.30832,25202509.16126,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2015,1.8447,23086992.21471,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2015,0.3135,2115516.22258,Surface water
sdg,Central and Southern Asia,total,Drinking water,2016,1.23064,24003980.20663,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2016,1.74007,21911941.04384,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2016,0.30264,2092038.81133,Surface water
sdg,Central and Southern Asia,total,Drinking water,2017,1.154,22788143.2622,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2017,1.63557,20718600.79802,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2017,0.29232,2069542.25043,Surface water
sdg,Central and Southern Asia,total,Drinking water,2018,1.07958,21575094.20122,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2018,1.53349,19530051.43927,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2018,0.28212,2045043.17575,Surface water
sdg,Central and Southern Asia,total,Drinking water,2019,1.00574,20331709.97178,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2019,1.4313,18315130.66402,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2019,0.2718,2016579.13664,Surface water
